Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,500,20.0,1750.0,110.0,0.0,0.0,110.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
"Charter Communications, Inc.",VIRGINIA,260531.3,Cable,1000,35.0,inf,119.99,0.0,0.0,119.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Cox Communications,VIRGINIA,33267.7,Fiber,940,940.0,1280.0,119.99,0.0,0.0,119.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
Cox Communications,VIRGINIA,33267.7,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,800,10.0,inf,107.0,0.0,0.0,107.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,300,20.0,1750.0,80.0,0.0,0.0,80.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,500,20.0,1750.0,110.0,0.0,0.0,110.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,500,20.0,inf,110.0,0.0,0.0,110.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,1000,35.0,inf,140.0,0.0,0.0,140.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,800,100.0,inf,107.0,0.0,0.0,107.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fiber,500,40.0,inf,99.99,0.0,0.0,99.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,1200,200.0,inf,117.0,0.0,0.0,117.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"T-Mobile USA, Inc.",VIRGINIA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"MGW Networks, L.L.C.",VIRGINIA,3708.79650494102,Fixed wireless,100,20.0,inf,82.0,0.0,0.0,82.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,500,20.0,1750.0,80.0,0.0,0.0,80.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,75,75.0,inf,65.0,0.0,0.0,65.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,150,10.0,inf,95.0,0.0,0.0,95.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,150,10.0,1250.0,65.0,0.0,0.0,65.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,2000,35.0,3250.0,285.0,0.0,0.0,285.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
"Point Broadband Fiber Holding, LLC",VIRGINIA,7417.59300988203,Fiber,300,300.0,inf,70.95,0.0,10.0,80.95,0.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fiber,1000,50.0,inf,145.0,0.0,0.0,145.0,0.0
"Ting Fiber, Inc.",VIRGINIA,7417.59300988203,Fiber,1000,1000.0,inf,89.0,0.0,0.0,89.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,2000,35.0,inf,315.0,0.0,0.0,315.0,0.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fixed wireless,50,10.0,inf,72.0,0.0,0.0,72.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
"MGW Networks, L.L.C.",VIRGINIA,3708.79650494102,Fiber,100,20.0,inf,59.99,0.0,0.0,59.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"T-Mobile USA, Inc.",VIRGINIA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,200,10.0,inf,87.0,0.0,0.0,87.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fiber,250,40.0,inf,69.99,0.0,0.0,69.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,300,20.0,inf,95.0,0.0,0.0,95.0,0.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fixed wireless,25,5.0,inf,62.0,0.0,0.0,62.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,1000,35.0,3250.0,200.0,0.0,0.0,200.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,300,20.0,inf,110.0,0.0,0.0,110.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
"Connect Holding, LLC",VIRGINIA,7417.59300988203,DSL,80,10.0,inf,65.0,0.0,0.0,65.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,400,10.0,inf,102.0,0.0,0.0,102.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,1000,35.0,3250.0,110.0,0.0,0.0,110.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,300,20.0,inf,95.0,0.0,0.0,95.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,1000,100.0,inf,112.0,0.0,0.0,112.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"Point Broadband Fiber Holding, LLC",VIRGINIA,7417.59300988203,Fiber,1000,1000.0,inf,120.95,0.0,10.0,130.95,0.0
"T-Mobile USA, Inc.",VIRGINIA,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,200,10.0,inf,87.0,0.0,0.0,87.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Cox Communications,VIRGINIA,33267.7,Fiber,940,940.0,1280.0,119.99,0.0,0.0,119.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,300,20.0,1750.0,65.0,0.0,0.0,65.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,800,20.0,inf,107.0,0.0,0.0,107.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,1000,35.0,3250.0,110.0,0.0,0.0,110.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,1000,35.0,inf,140.0,0.0,0.0,140.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,1200,35.0,inf,117.0,0.0,0.0,117.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,1200,35.0,inf,117.0,0.0,0.0,117.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,400,10.0,inf,102.0,0.0,0.0,102.0,0.0
"Point Broadband Fiber Holding, LLC",VIRGINIA,7417.59300988203,Fiber,500,500.0,inf,90.95,0.0,10.0,100.95,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Shenandoah Telecommunications Company,VIRGINIA,3708.79650494102,Cable,500,20.0,inf,110.0,0.0,0.0,110.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,1000,20.0,inf,112.0,0.0,0.0,112.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
"MGW Networks, L.L.C.",VIRGINIA,7417.59300988203,Fixed wireless,10,2.0,inf,52.0,0.0,0.0,52.0,0.0
"Point Broadband Fiber Holding, LLC",VIRGINIA,7417.59300988203,Fiber,200,200.0,inf,60.95,0.0,10.0,70.95,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,1000,20.0,inf,112.0,0.0,0.0,112.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,317841.6125,Cable,75,10.0,inf,65.0,0.0,0.0,65.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,1000,35.0,inf,230.0,0.0,0.0,230.0,0.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,300,20.0,1750.0,65.0,0.0,0.0,65.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,940,880.0,inf,99.99,0.0,0.0,99.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
Cox Communications,VIRGINIA,66535.4,Fiber,2000,2000.0,1280.0,149.99,0.0,0.0,149.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,75,10.0,inf,65.0,0.0,0.0,65.0,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Shenandoah Telecommunications Company,VIRGINIA,7417.59300988203,Cable,500,20.0,inf,140.0,0.0,0.0,140.0,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,500,500.0,inf,79.99,0.0,0.0,79.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,250,10.0,1280.0,69.99,0.0,0.0,69.99,0.0
Verizon Virginia LLC,VIRGINIA,86211.9,Fiber,300,300.0,inf,59.99,0.0,0.0,59.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,400,100.0,inf,102.0,0.0,0.0,102.0,0.0
"Charter Communications, Inc.",VIRGINIA,260531.3,Cable,300,10.0,inf,79.99,0.0,0.0,79.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
Cox Communications,VIRGINIA,66535.4,Cable,500,10.0,1280.0,89.99,0.0,0.0,89.99,0.0
Cox Communications,VIRGINIA,66535.4,Cable,1000,35.0,1280.0,119.99,0.0,0.0,119.99,0.0
"Charter Communications, Inc.",VIRGINIA,260531.3,Cable,500,20.0,inf,99.99,0.0,0.0,99.99,0.0
"T-Mobile USA, Inc.",VIRGINIA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"COMCAST CABLE COMMUNICATIONS, LLC",VIRGINIA,158920.80625,Cable,200,100.0,inf,87.0,0.0,0.0,87.0,0.0
Cox Communications,VIRGINIA,66535.4,Cable,100,5.0,1280.0,49.99,0.0,0.0,49.99,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,20.0,1229.0,103.0,0.0,0.0,103.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,100.0,1229.0,103.0,0.0,0.0,103.0,0.0
"Cable One, Inc.",WASHINGTON,7317.81569700769,Cable,940,50.0,5000.0,115.0,2.75,0.0,117.75,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,800,20.0,1229.0,93.0,0.0,0.0,93.0,0.0
Community Fiber Network LLC,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,60.0,0.0,0.0,60.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1000,10.0,inf,99.95,0.0,9.77,109.72,0.0
"Cable One, Inc.",WASHINGTON,7317.81569700769,Cable,600,40.0,1500.0,95.0,2.75,0.0,97.75,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1000,10.0,inf,99.95,0.0,9.77,109.72,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,200.0,1229.0,113.0,0.0,0.0,113.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
Community Fiber Network LLC,WASHINGTON,7317.81569700768,Fiber,10,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,Fiber,80,10.0,inf,55.0,0.0,0.0,55.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Community Fiber Network LLC,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,70.0,0.0,0.0,70.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1000,10.0,inf,99.95,0.0,9.77,109.72,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,800,100.0,1229.0,93.0,0.0,0.0,93.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
"Cable One, Inc.",WASHINGTON,7317.81569700769,Cable,300,20.0,inf,70.0,2.75,0.0,72.75,0.0
"Cable One, Inc.",WASHINGTON,7317.81569700769,Cable,400,30.0,1200.0,85.0,2.75,0.0,87.75,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Lumen Technologies Inc.,WASHINGTON,4352.41458333333,DSL,10,1.0,inf,50.0,0.0,0.0,50.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,200.0,1229.0,113.0,0.0,0.0,113.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Lumen Technologies Inc.,WASHINGTON,4352.41458333333,Fiber,200,200.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,DSL,80,10.0,inf,55.0,0.0,0.0,55.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Lumen Technologies Inc.,WASHINGTON,4352.41458333333,Fiber,100,100.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Lumen Technologies Inc.,WASHINGTON,4352.41458333333,Fiber,3,0.51,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
